Country Name	Country Code	Indicator Name	Indicator Code	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
United Kingdom	GBR	"Adjusted net enrolment rate, lower secondary, both sexes (%)"	UIS.NERA.2	83.40570831	83.63332367	83.20809174		92.62509155	92.81623077	94.76058197	96.38244629		95.77893829	92.00344849			89.67539978	93.00801849	97.25750732	99.63764954	99.72033691	97.45375824	94.34458923	94.64013672	98.62815857	99.36421967	99.76831818	99.76294708	99.5806427	99.54178619	94.31391907	96.17945099	95.58834076	92.98687744	95.55822754	97.57745361	97.81022644	96.10639954	92.40701294	95.64208984	96.08252716																			
United Kingdom	GBR	"Adjusted net enrolment rate, lower secondary, female (%)"	UIS.NERA.2.F	83.79444885	83.93367004	83.51690674		93.01178741	93.21045685	95.04559326	96.67858887		96.07245636	92.17356873			89.8826828	93.26703644	97.43157959	99.2593689	99.42858124	97.20697021	94.17685699	94.47197723	98.52998352	99.16384888	99.79666901	100	100	100	94.82508087	96.75579071	96.64380646	93.6774292	95.69042206	97.55590057	97.96762848	96.52339172	92.57102966	95.76541901	96.09432983																			
United Kingdom	GBR	"Adjusted net enrolment rate, lower secondary, gender parity index (GPI)"	UIS.NERA.2.GPI	1.009119987	1.007019997	1.007259965		1.008170009	1.00830996	1.005879998	1.006010056		1.005990028	1.003610015			1.004520059	1.00545001	1.003509998	0.99259001	0.994289994	0.995050013	0.996529996	0.996529996	0.998049974	0.996060014	1.000560045	1.004649997	1.008239985	1.009009957	1.010609984	1.011729956	1.021729946	1.014610052	1.002709985	0.999570012	1.003149986	1.00849998	1.003469944	1.002519965	1.000239968																			
United Kingdom	GBR	"Adjusted net enrolment rate, lower secondary, male (%)"	UIS.NERA.2.M	83.03682709	83.34818268	82.91493225		92.25849152	92.4420929	94.48986816	96.10102081		95.5001297	91.8418808			89.47828674	92.76142883	97.09114075	100	100	97.69017029	94.50505066	94.80110931	98.72212219	99.55579376	99.74127197	99.53729248	99.18228149	99.10726929	93.8296814	95.63362122	94.58836365	92.32875061	95.43184662	97.59805298	97.66005707	95.70980835	92.251091	95.52474976	96.07128906																			
United Kingdom	GBR	"Adjusted net enrolment rate, primary, both sexes (%)"	SE.PRM.TENR	96.15074158	96.22222137	96.39302826	97.75508118	97.63166046	96.67788696	95.09558105	94.63340759	93.56555939	95.18875122	98.01470947	99.68946075	99.71917725	99.79315948	98.2023468	96.67002869						99.89792633	99.94969177	99.9523468	99.94419861	99.79078674	99.90814972	99.28633118	99.9943924	99.61992645	97.70291138	99.06809235	98.73002625	99.42299652	99.73815155	99.80113983	99.82746124	99.85433197																			
United Kingdom	GBR	"Adjusted net enrolment rate, primary, female (%)"	SE.PRM.TENR.FE	96.35195923	96.44554901	96.58815765	97.90907288	97.82642365	96.91522217	95.24642181	94.60769653	93.67365265	95.26564789	98.20668793	99.86306			98.45912933	96.83879089						99.83113098	99.97741699	99.98323059		99.84977722	99.98612213	99.36076355	99.99046326	99.8693924	97.94098663	99.04364777	98.71095276	99.42456055	99.76481628	99.72775269																					
United Kingdom	GBR	"Adjusted net enrolment rate, primary, gender parity index (GPI)"	UIS.NERA.1.GPI	1.004089952	1.004529953	1.00395	1.003069997	1.003890038	1.004789948	1.003090024	0.999469995	1.002249956	1.00158	1.003829956	1.003399968			1.005120039	1.003419995						0.998690009	1.000540018	1.00059998		1.001150012	1.001520038	1.001459956	0.999920011	1.004899979	1.004770041	0.999520004	0.99962002	1.000030041	1.000519991	0.998560011																					
United Kingdom	GBR	"Adjusted net enrolment rate, primary, male (%)"	SE.PRM.TENR.MA	95.9598999	96.01055145	96.20822144	97.60932159	97.44735718	96.45313263	94.95263672	94.65779114	93.46302032	95.11578369	97.83228302	99.5242691			97.95722961	96.5087204						99.96173096	99.92324066	99.92292786		99.73467255	99.83397675	99.21549988	99.9981308	99.38215637	97.47583771	99.09139252	98.74819946	99.42150116	99.71273041	99.87120819																					
United Kingdom	GBR	"Adjusted net enrolment rate, upper secondary, both sexes (%)"	UIS.NERA.3																																					88.72708893	92.25769043																			
United Kingdom	GBR	"Adjusted net enrolment rate, upper secondary, female (%)"	UIS.NERA.3.F																																					90.21350861	94.04599762																			
United Kingdom	GBR	"Adjusted net enrolment rate, upper secondary, gender parity index (GPI)"	UIS.NERA.3.GPI																																					1.033339977	1.038599968																			
United Kingdom	GBR	"Adjusted net enrolment rate, upper secondary, male (%)"	UIS.NERA.3.M																																					87.30316162	90.5509491																			
United Kingdom	GBR	"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)"	UIS.NIRA.1	99.85308838	98.29238892	96.61100769	99.65648651	99.87853241	99.65249634	99.79750061	99.91651917	99.98636627	99.87766266	99.35079956	99.53096008	99.71955872	99.73071289	99.55171204	98.79772949						99.56147766	98.73635864	99.20926666	98.09298706	98.06549072	99.95989227	98.38938904	99.80191803	98.16616058	95.80741882	96.32022095	99.28968048	98.69972229	98.40709686	99.1729126	99.59458923	99.15881348																			
United Kingdom	GBR	"Adjusted net intake rate to Grade 1 of primary education, female (%)"	UIS.NIRA.1.F	100	98.3481369	96.51529694	99.29328156	99.75019836	100	100	100	99.97202301	99.74893188	100	100	100	99.82266998	100	99.15766144						99.33699036	98.71353149	99.16957092	98.06002808	97.80013275	99.99804688	98.39643097	99.60479736	98.23641968	95.85478973	96.40254211	99.30461121	98.75681305	98.46282959	99.07666016	99.17067719	99.17915344																			
United Kingdom	GBR	"Adjusted net intake rate to Grade 1 of primary education, gender parity index (GPI)"	UIS.NIRA.1.GPI	1.002869964	1.001099944	0.998070002	0.992929995	0.997500002	1.00680995	1.003960013	1.001629949	0.999719977	0.997489989	1.012830019	1.009250045	1.005509973	1.001799941	1.008849978	1.007150054						0.995599985	0.999549985	0.999220014	0.999339998	0.994729996	1.000749946	1.000139952	0.996150017	1.001399994	1.000970006	1.001670003	1.000290036	1.001129985	1.001109958	0.998099983	0.991710007	1.000399947																			
United Kingdom	GBR	"Adjusted net intake rate to Grade 1 of primary education, male (%)"	UIS.NIRA.1.M	99.71382904	98.23960876	96.70156097	100	100	99.32333374	99.60552216	99.83731842	100	100	98.73277283	99.0838089	99.45189667	99.64283752	99.12299347	98.45334625						99.77568817	98.75811768	99.24707794	98.12435913	98.31829071	99.92353058	98.3826828	99.99004364	98.09902191	95.76219177	96.24167633	99.27545166	98.64524078	98.35379791	99.26496887	100	99.13938141																			
United Kingdom	GBR	"Adult illiterate population, 15+ years, % female"	UIS.LPP.AG15T99																																																									
United Kingdom	GBR	"Adult illiterate population, 15+ years, both sexes (number)"	UIS.LP.AG15T99																																																									
United Kingdom	GBR	"Adult illiterate population, 15+ years, female (number)"	UIS.LP.AG15T99.F																																																									
United Kingdom	GBR	"Adult illiterate population, 15+ years, male (number)"	UIS.LP.AG15T99.M																																																									
United Kingdom	GBR	"Adult literacy rate, population 15+ years, both sexes (%)"	SE.ADT.LITR.ZS																																																									
United Kingdom	GBR	"Adult literacy rate, population 15+ years, female (%)"	SE.ADT.LITR.FE.ZS																																																									
United Kingdom	GBR	"Adult literacy rate, population 15+ years, gender parity index (GPI)"	UIS.LR.AG15T99.GPI																																																									
United Kingdom	GBR	"Adult literacy rate, population 15+ years, male (%)"	SE.ADT.LITR.MA.ZS																																																									
